Roll No,cat 1,cat 2,cat 3,overall,conversion,Result
808,11,39,22,72,48,slow leaners
809,10,34,48,92,61,Average learners
810,31,35,14,80,53,Average learners
811,14,26,31,71,47,slow leaners
812,14,44,19,77,51,Average learners
813,35,15,23,73,48,slow leaners
814,31,48,27,106,70,fast learners
815,34,13,30,77,51,Average learners
816,19,34,39,92,61,Average learners
817,33,17,24,74,49,slow leaners
818,26,33,14,73,48,slow leaners
819,12,14,28,54,36,slow leaners
820,35,32,41,108,72,fast learners
821,44,40,13,97,64,Average learners
822,40,22,46,108,72,fast learners
823,23,37,13,73,48,slow leaners
824,43,40,49,132,88,fast learners
825,39,20,32,91,60,Average learners
826,22,42,47,111,74,fast learners
827,44,21,47,112,74,fast learners
828,24,40,18,82,54,Average learners
829,27,24,37,88,58,Average learners
830,10,29,18,57,38,slow leaners
831,29,25,25,79,52,Average learners
832,30,49,31,110,73,fast learners
833,19,25,30,74,49,slow leaners
834,41,19,18,78,52,Average learners
835,45,37,20,102,68,Average learners
836,18,49,11,78,52,Average learners
837,16,24,15,55,36,slow leaners
838,17,38,38,93,62,Average learners
839,22,33,19,74,49,slow leaners
840,27,28,11,66,44,slow leaners
841,29,25,31,85,56,Average learners
842,44,40,48,132,88,fast learners
843,27,30,28,85,56,Average learners
844,20,32,22,74,49,slow leaners
845,17,29,16,62,41,slow leaners
846,26,20,22,68,45,slow leaners
847,29,18,40,87,58,Average learners
848,36,48,18,102,68,Average learners
849,37,45,43,125,83,fast learners
850,14,40,43,97,64,Average learners
851,48,28,43,119,79,fast learners
852,17,17,23,57,38,slow leaners
853,34,22,24,80,53,Average learners
854,45,23,15,83,55,Average learners
855,15,31,18,64,42,slow leaners
856,42,31,22,95,63,Average learners
857,31,20,36,87,58,Average learners
858,40,33,34,107,71,fast learners
859,27,44,12,83,55,Average learners
860,38,16,32,86,57,Average learners
861,34,43,28,105,70,fast learners
862,11,45,12,68,45,slow leaners
863,44,46,43,133,88,fast learners
864,32,10,41,83,55,Average learners
865,40,29,41,110,73,fast learners
866,35,29,27,91,60,Average learners
867,36,45,14,95,63,Average learners
868,39,20,13,72,48,slow leaners
869,48,37,24,109,72,fast learners
870,39,33,28,100,66,Average learners
871,46,32,16,94,62,Average learners
872,16,45,12,73,48,slow leaners
873,39,43,32,114,76,fast learners
874,28,15,23,66,44,slow leaners
875,46,37,44,127,84,fast learners
876,27,37,20,84,56,Average learners
877,33,17,23,73,48,slow leaners
878,33,12,15,60,40,slow leaners
879,32,20,19,71,47,slow leaners
880,45,28,29,102,68,Average learners
881,47,45,12,104,69,Average learners
882,27,48,43,118,78,fast learners
883,39,12,32,83,55,Average learners
884,46,42,22,110,73,fast learners
885,46,33,19,98,65,Average learners
886,40,22,38,100,66,Average learners
887,49,32,20,101,67,Average learners
888,25,19,35,79,52,Average learners
889,49,30,18,97,64,Average learners
890,39,37,23,99,66,Average learners
891,22,15,40,77,51,Average learners
892,11,42,33,86,57,Average learners
893,36,22,33,91,60,Average learners
894,35,30,27,92,61,Average learners
895,38,29,26,93,62,Average learners
896,17,32,22,71,47,slow leaners
897,32,42,13,87,58,Average learners
898,18,48,44,110,73,fast learners
899,41,36,49,126,84,fast learners
900,38,23,21,82,54,Average learners
901,38,28,25,91,60,Average learners
902,14,15,11,40,26,slow leaners
903,48,15,19,82,54,Average learners
904,20,11,11,42,28,slow leaners
905,30,12,32,74,49,slow leaners
906,35,12,29,76,50,Average learners
907,22,27,15,64,42,slow leaners
908,31,21,18,70,46,slow leaners
909,24,38,30,92,61,Average learners
910,26,33,24,83,55,Average learners
911,23,48,33,104,69,Average learners
912,43,27,48,118,78,fast learners
913,18,15,27,60,40,slow leaners
914,32,35,39,106,70,fast learners
915,45,37,42,124,82,fast learners
916,24,37,33,94,62,Average learners
917,39,20,37,96,64,Average learners
918,42,39,26,107,71,fast learners
919,24,12,42,78,52,Average learners
920,19,47,37,103,68,Average learners
921,25,31,34,90,60,Average learners
922,28,38,32,98,65,Average learners
923,39,38,14,91,60,Average learners
924,43,43,21,107,71,fast learners
925,42,32,13,87,58,Average learners
926,14,12,41,67,44,slow leaners
927,11,44,33,88,58,Average learners
928,47,17,14,78,52,Average learners
929,36,35,41,112,74,fast learners
930,48,11,42,101,67,Average learners
931,17,18,27,62,41,slow leaners
932,10,11,35,56,37,slow leaners
933,12,20,49,81,54,Average learners
934,47,38,10,95,63,Average learners
935,39,26,39,104,69,Average learners
936,17,33,47,97,64,Average learners
937,21,11,35,67,44,slow leaners
938,13,15,31,59,39,slow leaners
939,27,20,11,58,38,slow leaners
940,44,37,19,100,66,Average learners
941,26,28,10,64,42,slow leaners
942,31,16,25,72,48,slow leaners
943,25,34,21,80,53,Average learners
944,19,44,32,95,63,Average learners
945,17,20,39,76,50,Average learners
946,43,14,14,71,47,slow leaners
947,32,25,33,90,60,Average learners
948,39,13,18,70,46,slow leaners
949,11,32,48,91,60,Average learners
950,26,28,15,69,46,slow leaners
951,18,22,14,54,36,slow leaners
952,48,29,42,119,79,fast learners
953,19,30,21,70,46,slow leaners
954,49,23,13,85,56,Average learners
955,16,42,23,81,54,Average learners
956,45,21,13,79,52,Average learners
957,14,16,31,61,40,slow leaners
958,32,48,15,95,63,Average learners
959,12,18,48,78,52,Average learners
960,41,13,41,95,63,Average learners
961,43,34,11,88,58,Average learners
962,18,13,22,53,35,slow leaners
963,25,48,32,105,70,fast learners
964,46,33,25,104,69,Average learners
965,32,48,48,128,85,fast learners
966,12,26,32,70,46,slow leaners
967,43,49,43,135,90,fast learners
968,13,25,41,79,52,Average learners
969,19,34,20,73,48,slow leaners
970,36,44,44,124,82,fast learners
971,11,11,34,56,37,slow leaners
972,27,27,21,75,50,Average learners
973,19,33,34,86,57,Average learners
974,43,23,45,111,74,fast learners
975,43,26,10,79,52,Average learners
976,16,16,24,56,37,slow leaners
977,12,46,30,88,58,Average learners
978,20,30,21,71,47,slow leaners
979,34,39,32,105,70,fast learners
980,41,16,38,95,63,Average learners
981,34,20,31,85,56,Average learners
982,49,30,25,104,69,Average learners
983,15,29,15,59,39,slow leaners
984,32,22,26,80,53,Average learners
985,14,18,27,59,39,slow leaners
986,32,25,16,73,48,slow leaners
987,42,34,23,99,66,Average learners
988,11,23,32,66,44,slow leaners
989,49,20,49,118,78,fast learners
990,36,38,45,119,79,fast learners
991,25,10,26,61,40,slow leaners
992,18,39,25,82,54,Average learners
993,28,38,18,84,56,Average learners
994,40,24,29,93,62,Average learners
995,48,33,15,96,64,Average learners
996,32,41,37,110,73,fast learners
997,14,11,44,69,46,slow leaners
998,30,10,11,51,34,slow leaners
999,13,27,11,51,34,slow leaners
1000,38,32,24,94,62,Average learners
1001,25,39,48,112,74,fast learners
1002,25,47,42,114,76,fast learners
1003,40,48,30,118,78,fast learners
1004,28,17,17,62,41,slow leaners
1005,20,16,42,78,52,Average learners
1006,25,37,11,73,48,slow leaners
1007,44,38,36,118,78,fast learners
1008,46,45,42,133,88,fast learners
1009,35,49,37,121,80,fast learners
1010,47,24,13,84,56,Average learners
1011,13,33,43,89,59,Average learners
1012,28,38,25,91,60,Average learners
1013,28,43,45,116,77,fast learners
1014,24,10,24,58,38,slow leaners
1015,10,15,15,40,26,slow leaners
1016,23,30,40,93,62,Average learners
1017,21,24,36,81,54,Average learners
1018,36,47,39,122,81,fast learners
1019,48,30,14,92,61,Average learners
1020,45,31,21,97,64,Average learners
1021,29,28,18,75,50,Average learners
1022,35,33,25,93,62,Average learners
1023,39,34,38,111,74,fast learners
1024,48,11,42,101,67,Average learners
1025,41,47,13,101,67,Average learners
1026,26,28,17,71,47,slow leaners
1027,36,33,29,98,65,Average learners
1028,17,37,35,89,59,Average learners
1029,32,23,22,77,51,Average learners
1030,41,20,42,103,68,Average learners
1031,31,48,16,95,63,Average learners
1032,48,11,25,84,56,Average learners
1033,46,47,20,113,75,fast learners
1034,39,19,32,90,60,Average learners
1035,37,49,37,123,82,fast learners
1036,37,35,23,95,63,Average learners
1037,49,23,16,88,58,Average learners
1038,30,32,14,76,50,Average learners
1039,32,16,27,75,50,Average learners
1040,23,36,30,89,59,Average learners
1041,48,45,32,125,83,fast learners
1042,31,38,24,93,62,Average learners
1043,31,33,26,90,60,Average learners
1044,32,12,29,73,48,slow leaners
1045,30,14,48,92,61,Average learners
1046,16,38,42,96,64,Average learners
1047,18,28,14,60,40,slow leaners
1048,42,20,17,79,52,Average learners
1049,11,11,36,58,38,slow leaners
1050,24,36,17,77,51,Average learners
1051,40,38,26,104,69,Average learners
1052,40,35,14,89,59,Average learners
1053,35,41,49,125,83,fast learners
1054,18,29,34,81,54,Average learners
1055,13,45,25,83,55,Average learners
1056,25,15,48,88,58,Average learners
1057,38,43,29,110,73,fast learners
1058,33,12,23,68,45,slow leaners
1059,13,36,36,85,56,Average learners
1060,45,15,20,80,53,Average learners
1061,30,10,19,59,39,slow leaners
1062,38,26,14,78,52,Average learners
1063,43,39,39,121,80,fast learners
1064,17,47,24,88,58,Average learners
1065,24,33,28,85,56,Average learners
1066,16,14,46,76,50,Average learners
1067,17,37,10,64,42,slow leaners
1068,20,40,17,77,51,Average learners
1069,43,38,44,125,83,fast learners
1070,29,34,31,94,62,Average learners
1071,23,11,14,48,32,slow leaners
1072,35,32,29,96,64,Average learners
1073,32,40,41,113,75,fast learners
1074,10,20,10,40,26,slow leaners
1075,13,13,46,72,48,slow leaners
1076,30,25,44,99,66,Average learners
1077,19,45,32,96,64,Average learners
1078,17,33,10,60,40,slow leaners
1079,17,33,25,75,50,Average learners
1080,18,29,21,68,45,slow leaners
1081,34,17,29,80,53,Average learners
1082,19,17,30,66,44,slow leaners
1083,47,19,36,102,68,Average learners
1084,12,14,39,65,43,slow leaners
1085,10,44,35,89,59,Average learners
1086,27,42,40,109,72,fast learners
1087,18,25,13,56,37,slow leaners
1088,43,39,34,116,77,fast learners
1089,29,21,48,98,65,Average learners
1090,41,27,42,110,73,fast learners
1091,40,47,38,125,83,fast learners
1092,26,14,41,81,54,Average learners
1093,15,33,49,97,64,Average learners
1094,47,15,46,108,72,fast learners
1095,33,31,12,76,50,Average learners
1096,21,46,27,94,62,Average learners
1097,42,49,38,129,86,fast learners
1098,35,46,45,126,84,fast learners
1099,37,44,40,121,80,fast learners
1100,49,45,25,119,79,fast learners
1101,32,20,18,70,46,slow leaners
1102,26,16,24,66,44,slow leaners
1103,21,36,48,105,70,fast learners
1104,23,22,16,61,40,slow leaners
1105,36,17,40,93,62,Average learners
1106,11,42,23,76,50,Average learners
1107,21,49,38,108,72,fast learners
1108,32,36,41,109,72,fast learners
1109,45,27,18,90,60,Average learners
1110,38,21,31,90,60,Average learners
1111,18,15,49,82,54,Average learners
1112,31,21,22,74,49,slow leaners
1113,12,42,25,79,52,Average learners
1114,35,16,36,87,58,Average learners
1115,21,39,35,95,63,Average learners
1116,13,41,42,96,64,Average learners
1117,37,36,15,88,58,Average learners
1118,20,39,40,99,66,Average learners
1119,42,15,10,67,44,slow leaners
1120,47,16,11,74,49,slow leaners
1121,49,14,46,109,72,fast learners
1122,25,45,35,105,70,fast learners
1123,34,33,20,87,58,Average learners
1124,44,18,35,97,64,Average learners
1125,19,18,22,59,39,slow leaners
1126,23,46,40,109,72,fast learners
1127,41,22,18,81,54,Average learners
1128,46,43,20,109,72,fast learners
1129,32,41,20,93,62,Average learners
1130,17,17,44,78,52,Average learners
1131,10,20,23,53,35,slow leaners
1132,41,24,21,86,57,Average learners
1133,28,39,24,91,60,Average learners
1134,31,47,23,101,67,Average learners
1135,32,44,36,112,74,fast learners
1136,30,45,37,112,74,fast learners
1137,37,18,24,79,52,Average learners
1138,44,17,44,105,70,fast learners
1139,38,40,11,89,59,Average learners
1140,43,26,41,110,73,fast learners
1141,35,18,29,82,54,Average learners
1142,34,43,23,100,66,Average learners
1143,44,41,32,117,78,fast learners
1144,31,33,26,90,60,Average learners
1145,19,11,23,53,35,slow leaners
1146,22,11,44,77,51,Average learners
1147,33,21,16,70,46,slow leaners
1148,19,36,25,80,53,Average learners
1149,49,39,39,127,84,fast learners
1150,11,45,26,82,54,Average learners
1151,37,17,38,92,61,Average learners
1152,24,23,32,79,52,Average learners
1153,42,34,41,117,78,fast learners
1154,34,34,31,99,66,Average learners
1155,30,19,44,93,62,Average learners
1156,41,19,15,75,50,Average learners
1157,24,32,41,97,64,Average learners
1158,42,22,48,112,74,fast learners
1159,17,33,28,78,52,Average learners
1160,18,39,16,73,48,slow leaners
1161,44,23,46,113,75,fast learners
1162,17,21,38,76,50,Average learners
1163,43,43,43,129,86,fast learners
1164,43,44,25,112,74,fast learners
1165,42,12,19,73,48,slow leaners
1166,32,35,39,106,70,fast learners
1167,40,47,19,106,70,fast learners
1168,26,40,30,96,64,Average learners
1169,44,46,33,123,82,fast learners
1170,41,39,43,123,82,fast learners
1171,28,12,34,74,49,slow leaners
1172,36,45,28,109,72,fast learners
1173,40,16,47,103,68,Average learners
1174,17,45,22,84,56,Average learners
1175,40,12,21,73,48,slow leaners
1176,25,48,24,97,64,Average learners
1177,40,29,37,106,70,fast learners
1178,47,36,41,124,82,fast learners
1179,23,10,13,46,30,slow leaners
1180,19,31,19,69,46,slow leaners
1181,46,19,42,107,71,fast learners
1182,23,44,19,86,57,Average learners
1183,25,20,22,67,44,slow leaners
1184,23,14,10,47,31,slow leaners
1185,23,38,34,95,63,Average learners
1186,49,49,26,124,82,fast learners
1187,13,37,31,81,54,Average learners
1188,13,43,15,71,47,slow leaners
1189,10,11,33,54,36,slow leaners
1190,30,35,34,99,66,Average learners
1191,17,38,10,65,43,slow leaners
1192,40,11,19,70,46,slow leaners
1193,13,44,34,91,60,Average learners
1194,30,45,44,119,79,fast learners
1195,44,44,45,133,88,fast learners
1196,32,29,37,98,65,Average learners
1197,14,22,45,81,54,Average learners
1198,38,29,32,99,66,Average learners
1199,22,46,49,117,78,fast learners
1200,28,16,23,67,44,slow leaners
1201,29,26,33,88,58,Average learners
1202,11,35,38,84,56,Average learners
1203,19,14,17,50,33,slow leaners
1204,41,10,34,85,56,Average learners
1205,16,33,48,97,64,Average learners
1206,12,22,19,53,35,slow leaners
1207,31,25,43,99,66,Average learners
1208,44,20,24,88,58,Average learners
1209,31,11,19,61,40,slow leaners
1210,44,48,27,119,79,fast learners
1211,44,38,29,111,74,fast learners
1212,48,40,17,105,70,fast learners
1213,32,24,40,96,64,Average learners
1214,40,18,42,100,66,Average learners
1215,30,18,14,62,41,slow leaners
1216,42,27,17,86,57,Average learners
1217,37,19,46,102,68,Average learners
1218,27,13,26,66,44,slow leaners
1219,48,41,15,104,69,Average learners
1220,48,42,15,105,70,fast learners
1221,20,38,18,76,50,Average learners
1222,13,10,46,69,46,slow leaners
1223,24,42,24,90,60,Average learners
1224,10,43,42,95,63,Average learners
1225,11,47,32,90,60,Average learners
1226,21,40,10,71,47,slow leaners
1227,25,33,17,75,50,Average learners
1228,13,28,28,69,46,slow leaners
1229,41,21,35,97,64,Average learners
1230,13,43,27,83,55,Average learners
1231,37,44,22,103,68,Average learners
1232,40,33,39,112,74,fast learners
1233,10,16,42,68,45,slow leaners
1234,41,38,42,121,80,fast learners
1235,47,36,26,109,72,fast learners
1236,21,33,37,91,60,Average learners
1237,49,33,37,119,79,fast learners
1238,42,30,45,117,78,fast learners
1239,16,29,42,87,58,Average learners
1240,34,20,45,99,66,Average learners
1241,42,46,42,130,86,fast learners
1242,20,24,32,76,50,Average learners
1243,33,14,19,66,44,slow leaners
1244,28,13,42,83,55,Average learners
1245,16,38,49,103,68,Average learners
1246,47,22,37,106,70,fast learners
1247,25,24,30,79,52,Average learners
1248,23,32,32,87,58,Average learners
1249,34,40,17,91,60,Average learners
1250,38,14,28,80,53,Average learners
1251,27,12,16,55,36,slow leaners
1252,20,19,19,58,38,slow leaners
1253,18,40,12,70,46,slow leaners
1254,38,33,35,106,70,fast learners
1255,49,29,13,91,60,Average learners
1256,39,19,23,81,54,Average learners
1257,16,34,10,60,40,slow leaners
1258,18,48,36,102,68,Average learners
1259,45,38,48,131,87,fast learners
